Run	Year	Zone	class1	class2	class3	class4	class5	class6	class7	class8	class9	class10	class11	class12	class13	class14	class15	class16	VolHarvested	AreaHarvested	AreaAccessed	MeanVolPerHa	PercentOfTarget	MeanHarvestAge	KmPerM3Hauled	areaBurned
1	195	rPA	0	0	0	0	12.750000	679.000000	2560.500000	2868.500000	4210.250000	6206.000000	8759.250000	9849.250000	6692.250000	3181.250000	1147.000000	507.750000	0	0	0	0	0	0	0	11557.000000
1	200	rSQ	0	0	0	0	16.000000	1491.750000	14582.750000	29447.000000	40469.000000	52658.500000	53667.750000	48616.250000	33497.000000	16904.750000	4666.250000	1707.250000	0	0	0	0	0	0	0	473.750000
1	200	rIM	0	0	0	0	0	0	32.500000	692.750000	4787.000000	8240.750000	8742.500000	11641.750000	8325.250000	2805.500000	433.750000	394.750000	0	0	0	0	0	0	0	207.500000
1	200	rPA	0	0	0	0	2.500000	342.750000	2195.750000	2817.000000	3773.000000	5700.000000	8033.250000	9950.500000	7778.750000	4071.250000	1349.000000	660.000000	0	0	0	0	0	0	0	933.750000
1	205	rSQ	0	0	0	0	11.000000	1171.000000	12592.250000	28298.750000	38063.750000	51124.500000	53816.500000	49412.750000	35211.000000	20288.500000	5638.250000	2096.000000	0	0	0	0	0	0	0	149310.500000
1	205	rIM	0	0	0	0	0	0	21.500000	512.500000	4198.250000	7951.250000	8688.000000	11110.750000	9198.750000	3452.500000	523.750000	439.250000	0	0	0	0	0	0	0	24654.000000
1	205	rPA	0	0	0	0	2.000000	274.750000	2017.250000	2752.500000	3507.000000	5408.500000	7656.250000	9707.000000	8254.750000	4792.750000	1506.000000	795.000000	0	0	0	0	0	0	0	21372.250000
1	210	rSQ	0	0	0	0	2.750000	577.500000	9119.000000	27174.750000	36104.250000	48217.500000	53132.750000	51087.750000	37961.250000	22742.250000	8369.000000	3235.500000	0	0	0	0	0	0	0	75354.500000
1	210	rIM	0	0	0	0	0	0	16.250000	368.750000	3514.000000	7604.750000	8676.250000	10508.500000	10023.250000	4061.250000	814.500000	509.000000	0	0	0	0	0	0	0	20379.000000
1	210	rPA	0	0	0	0	0	108.750000	1521.000000	2807.750000	3194.000000	4979.250000	7168.250000	9446.000000	8847.250000	5219.750000	2278.500000	1103.250000	0	0	0	0	0	0	0	5452.250000
1	215	rSQ	0	0	0	0	1.000000	406.000000	7362.250000	25252.250000	34506.500000	46122.750000	52541.750000	51717.500000	39560.250000	25276.500000	10720.250000	4257.250000	0	0	0	0	0	0	0	131597.000000
1	215	rIM	0	0	0	0	0	0	12.250000	194.500000	2367.000000	7056.250000	8408.250000	9876.250000	10940.000000	5131.000000	1486.000000	625.000000	0	0	0	0	0	0	0	1979.250000
1	215	rPA	0	0	0	0	0	67.500000	1245.500000	2716.500000	3016.000000	4551.500000	6845.750000	9020.750000	9044.000000	5843.750000	2887.250000	1435.250000	0	0	0	0	0	0	0	16954.750000
1	220	rSQ	0	0	0	0	0.250000	142.500000	4220.000000	21120.500000	32484.000000	43210.750000	51469.500000	53072.000000	43137.750000	29116.000000	14173.750000	5577.250000	0	0	0	0	0	0	0	1653.750000
1	220	rIM	0	0	0	0	0	0	2.750000	99.500000	1412.250000	6113.750000	8157.500000	9318.750000	11177.750000	6697.500000	2357.000000	759.750000	0	0	0	0	0	0	0	0
1	220	rPA	0	0	0	0	0	21.500000	765.250000	2523.750000	2908.000000	4075.500000	6196.000000	8562.000000	9390.250000	6834.250000	3600.500000	1796.750000	0	0	0	0	0	0	0	9.750000
1	225	rSQ	0	0	0	0	0	44.500000	2187.750000	16367.250000	30972.000000	40432.750000	50084.250000	53086.000000	46694.000000	32742.500000	18074.250000	7039.000000	0	0	0	0	0	0	0	12435.500000
